id,edad,nivel_edu,ingreso_mensual,sexo,anios_esc
5240,50,Medio superior y superior,10000,Hombre,17
5241,23,Medio superior y superior,5160,Hombre,14
5242,33,Secundaria completa,3010,Mujer,9
5243,29,Medio superior y superior,11800,Hombre,17
5244,44,Prrimaria completa,9000,Hombre,6
5245,41,Secundaria completa,11180,Mujer,9
5246,35,Secundaria completa,12900,Hombre,11
5247,71,Primaria incompleta,4730,Hombre,0
5248,23,Medio superior y superior,25800,Hombre,17
5249,52,Secundaria completa,10750,Hombre,9
5250,24,Prrimaria completa,3121,Mujer,6
5251,27,Prrimaria completa,3354,Hombre,6
5252,72,Primaria incompleta,4300,Mujer,3
5253,55,Prrimaria completa,1000,Mujer,6
5254,26,Secundaria completa,18490,Hombre,11
5255,47,Secundaria completa,10750,Mujer,9
5256,37,Medio superior y superior,9890,Mujer,17
5257,52,Medio superior y superior,11000,Hombre,12
5258,43,Medio superior y superior,18060,Hombre,16
5259,45,Prrimaria completa,5590,Mujer,6
5260,51,Secundaria completa,7000,Hombre,9
5261,31,Secundaria completa,7310,Hombre,9
5262,28,Secundaria completa,5160,Mujer,9
5263,32,Medio superior y superior,24000,Hombre,12
5264,54,Medio superior y superior,12000,Hombre,16
5265,69,Secundaria completa,1290,Mujer,9
5266,82,Prrimaria completa,1290,Mujer,6
5267,43,Secundaria completa,1548,Mujer,9
5268,35,Secundaria completa,8600,Hombre,9
5269,40,Medio superior y superior,8000,Hombre,17
5270,30,Prrimaria completa,12000,Hombre,6
5271,54,Medio superior y superior,10000,Mujer,14
5272,39,Medio superior y superior,4300,Hombre,17
5273,42,Secundaria completa,3870,Hombre,9
5274,23,Medio superior y superior,3600,Hombre,12
5275,18,Secundaria completa,3612,Mujer,9
5276,25,Secundaria completa,4300,Mujer,9
5277,56,Medio superior y superior,8000,Hombre,16
5278,20,Secundaria completa,3225,Mujer,9
5279,35,Secundaria completa,2580,Mujer,9
5280,46,Prrimaria completa,5805,Mujer,6
5281,40,Prrimaria completa,4500,Mujer,6
5282,63,Prrimaria completa,5000,Hombre,6
5283,34,Medio superior y superior,30960,Mujer,12
5284,17,Secundaria completa,4300,Mujer,10
5285,28,Secundaria completa,4257,Hombre,9
5286,47,Prrimaria completa,7740,Hombre,8
5287,17,Secundaria completa,3870,Hombre,9
5288,15,Prrimaria completa,5160,Mujer,8
5289,37,Medio superior y superior,17200,Hombre,17
5290,49,Secundaria completa,6450,Mujer,9
5291,57,Secundaria completa,11500,Mujer,9
5292,48,Prrimaria completa,4300,Mujer,6
5293,34,Secundaria completa,3870,Mujer,9
5294,43,Secundaria completa,6020,Hombre,9
5295,58,Medio superior y superior,10320,Hombre,17
5296,60,Secundaria completa,12900,Hombre,9
5297,39,Secundaria completa,7350,Hombre,9
5298,52,Prrimaria completa,1720,Hombre,6
5299,50,Secundaria completa,1290,Hombre,11
5300,25,Medio superior y superior,14000,Hombre,17
5301,57,Medio superior y superior,16000,Mujer,17
5302,43,Medio superior y superior,1800,Mujer,12
5303,29,Secundaria completa,5160,Mujer,10
5304,35,Medio superior y superior,8000,Hombre,13
5305,53,Medio superior y superior,12900,Hombre,16
5306,40,Prrimaria completa,4300,Hombre,6
5307,38,Medio superior y superior,7310,Hombre,12
5308,49,Medio superior y superior,21000,Hombre,16
5309,35,Primaria incompleta,4500,Mujer,1
5310,46,Primaria incompleta,6450,Hombre,0
5311,27,Medio superior y superior,10000,Hombre,17
5312,60,Primaria incompleta,1720,Mujer,1
5313,20,Medio superior y superior,3440,Mujer,14
5314,14,Secundaria completa,3440,Hombre,9
5315,51,Medio superior y superior,24000,Hombre,12
5316,19,Prrimaria completa,5160,Hombre,6
5317,54,Medio superior y superior,9600,Mujer,12
5318,18,Secundaria completa,6450,Mujer,9
5319,45,Primaria incompleta,5160,Hombre,3
5320,20,Secundaria completa,6020,Hombre,9
5321,36,Prrimaria completa,4300,Mujer,6
5322,57,Primaria incompleta,2150,Hombre,0
5323,26,Secundaria completa,6450,Hombre,10
5324,33,Prrimaria completa,10750,Hombre,6
5325,51,Secundaria completa,10750,Hombre,11
5326,29,Secundaria completa,6020,Hombre,9
5327,34,Medio superior y superior,10000,Hombre,14
5328,40,Primaria incompleta,6450,Mujer,3
5329,31,Secundaria completa,3354,Hombre,11
5330,63,Primaria incompleta,11180,Hombre,1
5331,41,Secundaria completa,5160,Hombre,11
5332,50,Prrimaria completa,7740,Hombre,6
5333,44,Prrimaria completa,4730,Mujer,6
5334,24,Medio superior y superior,3096,Hombre,12
5335,55,Prrimaria completa,3440,Mujer,6
5336,44,Secundaria completa,20000,Mujer,12
5337,42,Primaria incompleta,1200,Hombre,5
5338,30,Secundaria completa,5160,Hombre,9
5339,33,Prrimaria completa,30000,Hombre,8
5340,28,Secundaria completa,8600,Hombre,10
5341,58,Secundaria completa,7740,Hombre,9
5342,25,Secundaria completa,5160,Hombre,9
5343,35,Prrimaria completa,3000,Mujer,6
5344,16,Secundaria completa,5160,Hombre,9
5345,49,Primaria incompleta,3010,Mujer,2
5346,39,Secundaria completa,5160,Hombre,9
5347,42,Medio superior y superior,5160,Mujer,17
5348,35,Prrimaria completa,3483,Mujer,6
5349,29,Prrimaria completa,8170,Hombre,6
5350,19,Secundaria completa,5590,Hombre,10
5351,44,Secundaria completa,7740,Mujer,9
5352,42,Medio superior y superior,20000,Hombre,12
5353,33,Prrimaria completa,6235,Mujer,6
5354,35,Medio superior y superior,8600,Hombre,12
5355,43,Medio superior y superior,8000,Mujer,17
5356,64,Primaria incompleta,10750,Hombre,2
5357,12,Prrimaria completa,2150,Hombre,6
5358,34,Secundaria completa,3225,Hombre,9
5359,18,Secundaria completa,3354,Hombre,11
5360,41,Medio superior y superior,8200,Hombre,16
5361,44,Secundaria completa,9000,Mujer,11
5362,49,Secundaria completa,10750,Hombre,9
5363,38,Secundaria completa,5160,Hombre,9
5364,61,Primaria incompleta,5590,Mujer,3
5365,37,Medio superior y superior,12470,Hombre,17
5366,43,Secundaria completa,10750,Hombre,9
5367,24,Medio superior y superior,8000,Hombre,16
5368,53,Primaria incompleta,6450,Hombre,1
5369,34,Secundaria completa,6450,Hombre,9
5370,52,Medio superior y superior,10750,Hombre,12
5371,73,Secundaria completa,8000,Hombre,9
5372,25,Medio superior y superior,8170,Mujer,17
5373,50,Medio superior y superior,4515,Hombre,12
5374,39,Secundaria completa,5160,Mujer,9
5375,40,Secundaria completa,12040,Mujer,11
5376,28,Medio superior y superior,12900,Mujer,17
5377,37,Medio superior y superior,10000,Hombre,12
5378,20,Medio superior y superior,6000,Hombre,12
5379,40,Secundaria completa,7800,Hombre,9
5380,26,Secundaria completa,8600,Mujer,11
5381,17,Secundaria completa,3010,Hombre,10
5382,40,Secundaria completa,10750,Hombre,9
5383,44,Secundaria completa,8600,Hombre,9
5384,51,Primaria incompleta,8000,Hombre,4
5385,38,Medio superior y superior,9300,Hombre,17
5386,60,Medio superior y superior,12000,Hombre,12
5387,23,Secundaria completa,12900,Mujer,9
5388,48,Medio superior y superior,5160,Hombre,17
5389,23,Medio superior y superior,8000,Hombre,16
5390,42,Medio superior y superior,47300,Mujer,17
5391,23,Secundaria completa,2150,Mujer,9
5392,61,Secundaria completa,6000,Hombre,9
5393,51,Prrimaria completa,15050,Hombre,8
5394,59,Medio superior y superior,12000,Mujer,16
5395,37,Medio superior y superior,6880,Hombre,12
5396,44,Medio superior y superior,16770,Hombre,16
5397,45,Secundaria completa,12000,Hombre,9
5398,37,Medio superior y superior,13760,Mujer,12
5399,48,Secundaria completa,10234,Hombre,9
5400,42,Prrimaria completa,3870,Mujer,6
5401,72,Secundaria completa,6450,Hombre,9
5402,29,Prrimaria completa,5000,Mujer,6
5403,56,Prrimaria completa,8600,Hombre,6
5404,17,Secundaria completa,1290,Hombre,10
5405,50,Medio superior y superior,6450,Mujer,12
5406,20,Medio superior y superior,3440,Mujer,12
5407,51,Secundaria completa,3000,Hombre,11
5408,31,Medio superior y superior,25000,Mujer,16
5409,30,Prrimaria completa,3440,Hombre,7
5410,16,Secundaria completa,1720,Hombre,10
5411,52,Secundaria completa,10000,Mujer,13
5412,61,Secundaria completa,3000,Mujer,9
5413,30,Secundaria completa,10750,Hombre,11
5414,20,Secundaria completa,5160,Hombre,9
5415,15,Prrimaria completa,1720,Hombre,8
5416,50,Prrimaria completa,5160,Hombre,6
5417,47,Secundaria completa,12900,Hombre,12
5418,44,Medio superior y superior,12000,Mujer,17
5419,40,Medio superior y superior,12000,Hombre,16
5420,36,Secundaria completa,6000,Hombre,9
5421,39,Medio superior y superior,5000,Mujer,12
5422,29,Secundaria completa,8600,Hombre,9
5423,36,Prrimaria completa,3000,Hombre,6
5424,52,Primaria incompleta,2150,Mujer,1
5425,31,Secundaria completa,5160,Hombre,9
5426,47,Medio superior y superior,7740,Hombre,12
5427,36,Medio superior y superior,18000,Hombre,16
5428,24,Medio superior y superior,9200,Mujer,15
5429,44,Secundaria completa,1290,Mujer,9
5430,49,Primaria incompleta,6450,Hombre,1
5431,62,Secundaria completa,10000,Hombre,9
5432,30,Primaria incompleta,5160,Hombre,0
5433,49,Secundaria completa,3870,Hombre,9
5434,65,Primaria incompleta,3440,Hombre,2
5435,34,Medio superior y superior,3000,Mujer,17
5436,43,Secundaria completa,1720,Mujer,9
5437,40,Secundaria completa,8600,Hombre,11
5438,63,Secundaria completa,10750,Mujer,9
5439,26,Medio superior y superior,16000,Mujer,15
5440,38,Prrimaria completa,6450,Hombre,6
5441,43,Secundaria completa,10750,Hombre,9
5442,20,Medio superior y superior,4000,Hombre,12
5443,43,Medio superior y superior,10750,Hombre,16
5444,74,Prrimaria completa,1800,Hombre,6
5445,21,Primaria incompleta,5160,Hombre,1
5446,65,Medio superior y superior,40000,Hombre,16
5447,25,Medio superior y superior,9000,Hombre,12
5448,18,Prrimaria completa,4300,Hombre,8
5449,28,Medio superior y superior,10000,Hombre,12
5450,33,Medio superior y superior,12000,Mujer,16
5451,71,Prrimaria completa,3000,Mujer,6
5452,47,Prrimaria completa,1500,Mujer,6
5453,49,Medio superior y superior,12000,Hombre,17
5454,30,Medio superior y superior,8600,Mujer,13
5455,58,Secundaria completa,3010,Hombre,9
5456,15,Secundaria completa,1548,Hombre,9
5457,23,Medio superior y superior,7740,Hombre,13
5458,32,Secundaria completa,8600,Mujer,9
5459,20,Secundaria completa,4020,Hombre,9
5460,29,Medio superior y superior,3000,Hombre,12
5461,57,Primaria incompleta,2150,Mujer,0
5462,24,Prrimaria completa,7740,Hombre,6
5463,69,Primaria incompleta,4300,Mujer,4
5464,45,Medio superior y superior,5000,Hombre,12
5465,31,Medio superior y superior,10750,Hombre,12
5466,39,Primaria incompleta,10750,Hombre,4
5467,13,Prrimaria completa,1290,Mujer,6
5468,71,Medio superior y superior,4000,Hombre,15
5469,37,Medio superior y superior,8000,Mujer,16
5470,48,Prrimaria completa,7740,Hombre,8
5471,35,Secundaria completa,3000,Mujer,9
5472,40,Primaria incompleta,5160,Mujer,4
5473,53,Primaria incompleta,5160,Hombre,0
5474,22,Medio superior y superior,2580,Mujer,15
5475,60,Medio superior y superior,13000,Mujer,16
5476,40,Secundaria completa,6450,Hombre,9
5477,64,Prrimaria completa,1935,Mujer,6
5478,33,Primaria incompleta,1290,Hombre,2
5479,28,Secundaria completa,3600,Hombre,9
5480,35,Prrimaria completa,5160,Mujer,6
5481,60,Secundaria completa,7000,Hombre,9
5482,52,Medio superior y superior,16000,Hombre,12
5483,51,Secundaria completa,1290,Mujer,9
5484,25,Secundaria completa,10750,Hombre,9
5485,28,Secundaria completa,8944,Hombre,9
5486,62,Secundaria completa,2150,Mujer,9
5487,52,Primaria incompleta,10750,Hombre,3
5488,37,Secundaria completa,4730,Mujer,9
5489,33,Medio superior y superior,16000,Mujer,17
5490,52,Prrimaria completa,10320,Hombre,6
5491,55,Primaria incompleta,4300,Hombre,3
5492,52,Secundaria completa,6000,Hombre,9
5493,57,Prrimaria completa,12040,Mujer,6
5494,21,Medio superior y superior,3440,Hombre,12
5495,23,Medio superior y superior,8000,Hombre,17
5496,23,Prrimaria completa,4300,Mujer,6
5497,45,Prrimaria completa,10750,Hombre,6
5498,56,Medio superior y superior,12683,Hombre,15
5499,17,Secundaria completa,5160,Hombre,11
5500,40,Secundaria completa,5600,Hombre,9
5501,22,Primaria incompleta,1290,Mujer,0
5502,24,Medio superior y superior,12000,Mujer,12
5503,31,Secundaria completa,5590,Hombre,9
5504,45,Secundaria completa,7000,Mujer,9
5505,46,Prrimaria completa,10750,Hombre,6
5506,28,Secundaria completa,12000,Hombre,11
5507,42,Prrimaria completa,3440,Mujer,6
5508,59,Primaria incompleta,4300,Hombre,3
5509,29,Medio superior y superior,10000,Mujer,16
5510,24,Medio superior y superior,5000,Mujer,12
5511,23,Secundaria completa,4300,Hombre,9
5512,46,Medio superior y superior,5000,Hombre,17
5513,46,Prrimaria completa,3000,Hombre,6
5514,19,Medio superior y superior,6020,Hombre,13
5515,53,Prrimaria completa,7009,Mujer,6
5516,71,Primaria incompleta,6450,Hombre,4
5517,30,Medio superior y superior,8600,Mujer,12
5518,44,Medio superior y superior,12000,Mujer,12
5519,25,Secundaria completa,3870,Hombre,9
5520,58,Medio superior y superior,21500,Hombre,16
5521,54,Medio superior y superior,10000,Hombre,17
5522,46,Secundaria completa,3750,Hombre,9
5523,42,Medio superior y superior,12000,Mujer,12
5524,17,Prrimaria completa,6020,Mujer,6
5525,49,Secundaria completa,5160,Hombre,9
5526,24,Medio superior y superior,4000,Mujer,13
5527,29,Medio superior y superior,15200,Mujer,19
5528,33,Prrimaria completa,4300,Hombre,6
5529,72,Primaria incompleta,1720,Hombre,2
5530,32,Medio superior y superior,8000,Hombre,17
5531,64,Secundaria completa,8600,Hombre,12
5532,69,Primaria incompleta,3010,Hombre,3
5533,62,Prrimaria completa,6450,Mujer,6
5534,63,Primaria incompleta,5200,Hombre,0
5535,52,Secundaria completa,5160,Hombre,9
5536,28,Secundaria completa,7740,Hombre,9
5537,58,Secundaria completa,2580,Mujer,12
5538,41,Medio superior y superior,9000,Mujer,16
5539,39,Secundaria completa,10500,Hombre,9
5540,45,Prrimaria completa,6020,Hombre,6
5541,38,Secundaria completa,10750,Mujer,12
5542,37,Medio superior y superior,26000,Mujer,17
5543,21,Secundaria completa,6000,Hombre,9
5544,24,Medio superior y superior,2150,Mujer,17
5545,64,Primaria incompleta,4300,Hombre,0
5546,59,Medio superior y superior,30000,Hombre,19
5547,44,Secundaria completa,5590,Hombre,9
5548,50,Secundaria completa,4730,Mujer,9
5549,48,Secundaria completa,9000,Hombre,9
5550,30,Secundaria completa,2580,Mujer,9
5551,20,Secundaria completa,5160,Mujer,9
5552,41,Secundaria completa,10750,Hombre,9
5553,37,Medio superior y superior,2150,Mujer,16
5554,56,Medio superior y superior,50000,Hombre,16
5555,32,Medio superior y superior,9000,Hombre,18
5556,39,Medio superior y superior,15000,Hombre,16
5557,25,Medio superior y superior,3010,Hombre,15
5558,29,Medio superior y superior,5590,Hombre,16
5559,56,Prrimaria completa,6000,Mujer,6
5560,17,Secundaria completa,3440,Mujer,9
5561,42,Secundaria completa,4800,Mujer,9
5562,54,Medio superior y superior,12000,Hombre,17
5563,42,Prrimaria completa,5160,Hombre,6
5564,53,Secundaria completa,13760,Mujer,9
5565,38,Medio superior y superior,12000,Hombre,16
5566,60,Prrimaria completa,3225,Mujer,6
5567,60,Prrimaria completa,1000,Mujer,9
5568,31,Medio superior y superior,1720,Mujer,12
5569,42,Medio superior y superior,15000,Hombre,17
5570,24,Medio superior y superior,7740,Hombre,13
5571,26,Medio superior y superior,3870,Hombre,12
5572,25,Medio superior y superior,3440,Mujer,15
5573,42,Secundaria completa,2795,Mujer,9
5574,49,Secundaria completa,8170,Mujer,9
5575,52,Prrimaria completa,6450,Hombre,6
5576,49,Prrimaria completa,1290,Mujer,6
5577,32,Primaria incompleta,10320,Hombre,5
5578,16,Secundaria completa,5160,Hombre,9
5579,20,Secundaria completa,5890,Mujer,9
5580,22,Medio superior y superior,8600,Hombre,15
5581,44,Secundaria completa,5160,Hombre,9
5582,50,Medio superior y superior,16000,Hombre,19
5583,33,Medio superior y superior,1677,Hombre,12
5584,60,Primaria incompleta,6450,Hombre,5
5585,51,Secundaria completa,2150,Mujer,9
5586,48,Secundaria completa,7740,Hombre,9
5587,19,Secundaria completa,5590,Hombre,9
5588,46,Medio superior y superior,6020,Mujer,17
5589,34,Secundaria completa,9000,Hombre,11
5590,52,Secundaria completa,5160,Hombre,9
5591,23,Secundaria completa,5590,Mujer,9
5592,53,Primaria incompleta,1720,Hombre,4
5593,44,Prrimaria completa,10750,Hombre,6
5594,71,Primaria incompleta,5000,Hombre,4
5595,64,Secundaria completa,13333,Hombre,13
5596,22,Secundaria completa,3870,Hombre,9
5597,33,Secundaria completa,3000,Mujer,9
5598,43,Primaria incompleta,1720,Mujer,0
5599,42,Primaria incompleta,2150,Hombre,0
5600,20,Secundaria completa,5590,Mujer,9
5601,29,Medio superior y superior,2580,Mujer,12
5602,56,Medio superior y superior,10000,Hombre,17
5603,34,Medio superior y superior,12000,Mujer,17
5604,43,Secundaria completa,7310,Hombre,9
5605,34,Medio superior y superior,14000,Hombre,16
5606,43,Medio superior y superior,8600,Hombre,12
5607,45,Prrimaria completa,12900,Hombre,7
5608,43,Secundaria completa,10000,Hombre,9
5609,21,Medio superior y superior,8600,Mujer,14
5610,36,Secundaria completa,8600,Hombre,9
5611,35,Medio superior y superior,4300,Mujer,16
5612,55,Medio superior y superior,12000,Hombre,18
5613,23,Medio superior y superior,4000,Hombre,12
5614,22,Secundaria completa,5160,Hombre,10
5615,36,Secundaria completa,7654,Hombre,9
5616,56,Primaria incompleta,8600,Hombre,2
5617,38,Medio superior y superior,8000,Mujer,18
5618,50,Secundaria completa,6450,Hombre,9
5619,19,Medio superior y superior,3440,Hombre,12
5620,48,Secundaria completa,4085,Hombre,9
5621,44,Primaria incompleta,4730,Hombre,1
5622,20,Medio superior y superior,15480,Hombre,14
5623,48,Prrimaria completa,7740,Hombre,6
5624,32,Prrimaria completa,6450,Hombre,8
5625,29,Medio superior y superior,9000,Mujer,17
5626,36,Medio superior y superior,25800,Hombre,12
5627,42,Medio superior y superior,8600,Hombre,12
5628,43,Secundaria completa,11320,Hombre,9
5629,31,Secundaria completa,6020,Hombre,9
5630,48,Prrimaria completa,4300,Hombre,6
5631,53,Secundaria completa,3870,Hombre,9
5632,34,Secundaria completa,4214,Hombre,9
5633,60,Secundaria completa,6450,Hombre,9
5634,45,Secundaria completa,6450,Hombre,9
5635,51,Secundaria completa,5160,Mujer,9
5636,58,Secundaria completa,10000,Mujer,12
5637,31,Medio superior y superior,2000,Hombre,17
5638,39,Secundaria completa,2150,Mujer,9
5639,38,Secundaria completa,17200,Hombre,9
5640,57,Prrimaria completa,4300,Hombre,8
5641,43,Secundaria completa,5160,Mujer,9
5642,47,Prrimaria completa,3440,Hombre,6
5643,53,Prrimaria completa,8600,Hombre,6
5644,41,Secundaria completa,2580,Hombre,9
5645,56,Prrimaria completa,4800,Mujer,6
5646,18,Secundaria completa,3655,Mujer,9
5647,31,Medio superior y superior,12000,Mujer,17
5648,26,Secundaria completa,10000,Hombre,10
5649,54,Medio superior y superior,8000,Hombre,12
